"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000122512",128.493122994532,-0.581805560313796,0.152442071515421,-3.8165681857383,0.000135320691656467,0.000308978756503558,"PMS2","5395","PMS1 homolog 2, mismatch repair system component"
"ENSG00000182095",2408.48637934246,-0.199985185148942,0.0524104850807456,-3.81574764745713,0.000135771207952662,0.000309920112224897,"TNRC18","84629","trinucleotide repeat containing 18"
"ENSG00000151292",853.817863093278,0.266110720153405,0.0697404057186276,3.8157323206155,0.000135779636578578,0.000309920112224897,"CSNK1G3","1456","casein kinase 1 gamma 3"
"ENSG00000147654",86.7649537374148,-0.714916158202314,0.187618900239229,-3.81046982628477,0.000138702941426311,0.000316538224746438,"EBAG9","9166","estrogen receptor binding site associated, antigen, 9"
"ENSG00000141391",30.9219129030854,-1.20980908266881,0.317608490541043,-3.80912072157741,0.000139461857660792,0.000318215494494183,"PRELID3A","10650","PRELI domain containing 3A"
"ENSG00000112167",155.998669893212,0.541864601980929,0.142266043657628,3.80881191357905,0.000139636121678969,0.000318558393703205,"SAYSD1","55776","SAYSVFN motif domain containing 1"
"ENSG00000167695",330.996515743621,-0.377762598422876,0.0991894938399506,-3.80849406321625,0.000139815702597321,0.000318913302747316,"FAM57A","79850","family with sequence similarity 57 member A"
"ENSG00000136404",23.5810709214661,-1.40266933829594,0.368313200050587,-3.80836021653116,0.000139891389134506,0.000319031152212312,"TM6SF1","53346","transmembrane 6 superfamily member 1"
"ENSG00000240764",73.898135374033,-0.769957342849896,0.202430119166708,-3.80357105958037,0.000142625056291648,0.000325209613333162,"PCDHGC5","56097","protocadherin gamma subfamily C, 5"
"ENSG00000213079",670.689406405347,-0.300167525214771,0.0789288343013715,-3.80301480278615,0.000142945810648739,0.00032588504240243,"SCAF8","22828","SR-related CTD associated factor 8"
"ENSG00000174640",45.0230520144706,1.06687093372756,0.280611811852468,3.80194592196451,0.000143564067218595,0.000327234954501399,"SLCO2A1","6578","solute carrier organic anion transporter family member 2A1"
"ENSG00000250510",83.8770985636905,0.728303158094931,0.19156264219819,3.80190599658481,0.000143587209368631,0.000327234954501399,"GPR162","27239","G protein-coupled receptor 162"
"ENSG00000158156",305.445445213626,0.401605758413642,0.105652920607485,3.80117990212178,0.000144008692579452,0.00032813920995716,"XKR8","55113","XK related 8"
"ENSG00000160007",2516.04557178988,0.182968601019934,0.048135574092847,3.80110977106064,0.000144049463891101,0.000328175811218114,"ARHGAP35","2909","Rho GTPase activating protein 35"
"ENSG00000031691",52.3601858600079,-0.929405816220907,0.244518964571274,-3.80095596204767,0.000144138920185074,0.000328323295815152,"CENPQ","55166","centromere protein Q"
"ENSG00000123496",26.1527878945605,1.52911822458671,0.402696047107078,3.79720197298116,0.000146338552768617,0.000333276518839638,"IL13RA2","3598","interleukin 13 receptor subunit alpha 2"
"ENSG00000151150",19.2108567748202,-1.60180558048863,0.42200222659646,-3.79572779368381,0.000147210953646892,0.000335205877993831,"ANK3","288","ankyrin 3"
"ENSG00000115761",481.004790594338,-0.330420879952652,0.0870688748292325,-3.79493683133846,0.000147681051540526,0.000336187035960413,"NOL10","79954","nucleolar protein 10"
"ENSG00000183032",35.7516840090546,1.13555342545738,0.299230056977779,3.79491765274672,0.000147692467612484,0.000336187035960413,"SLC25A21","89874","solute carrier family 25 member 21"
"ENSG00000166317",18.4208784306932,-1.60505820470592,0.422994632465706,-3.79451199025805,0.000147934133280816,0.000336679430814906,"SYNPO2L","79933","synaptopodin 2 like"
"ENSG00000204954",110.578098729848,0.630876422597496,0.166266804334342,3.79436186990689,0.00014802365895479,0.00033682546483425,"C12orf73","728568","chromosome 12 open reading frame 73"
"ENSG00000113812",441.310285239651,-0.334747443551819,0.0882258511385854,-3.79421041828201,0.000148114030236229,0.000336973372661458,"ACTR8","93973","ARP8 actin related protein 8 homolog"
"ENSG00000169032",992.369968244478,-0.255496804808607,0.0673413770415975,-3.79405376059928,0.000148207562630972,0.000337128420425514,"MAP2K1","5604","mitogen-activated protein kinase kinase 1"
"ENSG00000198429",118.199468078163,0.621790442010611,0.16391470309485,3.79337808183571,0.000148611613869081,0.000337989632775537,"ZNF69","7620","zinc finger protein 69"
"ENSG00000104529",1168.83003421734,-0.232262538318586,0.0612368356029102,-3.79285663656252,0.000148924143334932,0.000338642436530487,"EEF1D","1936","eukaryotic translation elongation factor 1 delta"
"ENSG00000074603",885.116317562764,0.25827496652327,0.0681118916761477,3.79192179467417,0.000149485992735741,0.000339826102395169,"DPP8","54878","dipeptidyl peptidase 8"
"ENSG00000132694",841.860046515924,-0.261023613024865,0.0688370579478747,-3.79190541848142,0.000149495852755231,0.000339826102395169,"ARHGEF11","9826","Rho guanine nucleotide exchange factor 11"
"ENSG00000103260",406.479348769729,0.37182660382267,0.0980647769114979,3.7916427848323,0.000149654066769586,0.000340127535050247,"METRN","79006","meteorin, glial cell differentiation regulator"
"ENSG00000198301",623.801072745231,0.286197304751708,0.0754876531283556,3.79131278945805,0.000149853083863233,0.00034052158423806,"SDAD1","55153","SDA1 domain containing 1"
"ENSG00000185787",6205.18772370449,0.160919229703765,0.0424634168896659,3.78959682217489,0.000150891990328284,0.000342823711176919,"MORF4L1","10933","mortality factor 4 like 1"
"ENSG00000110328",206.043084748538,0.488422729277184,0.128945430137006,3.78782504163373,0.000151971800659782,0.000345217967566825,"GALNT18","374378","polypeptide N-acetylgalactosaminyltransferase 18"
"ENSG00000088833",1008.57767743163,-0.242474809381743,0.064016444674515,-3.78769565561756,0.000152050939202026,0.000345338675526899,"NSFL1C","55968","NSFL1 cofactor"
"ENSG00000145916",240.520105155066,-0.438600943603829,0.11579875150406,-3.7876137515045,0.000152101055640301,0.000345393438368008,"RMND5B","64777","required for meiotic nuclear division 5 homolog B"
"ENSG00000168228",94.5303132722541,-0.69753900670309,0.18419063955945,-3.78704915934639,0.000152446948112713,0.000346119720484283,"ZCCHC4","29063","zinc finger CCHC-type containing 4"
"ENSG00000198853",1684.93232820078,0.22543933265637,0.0595305280811001,3.78695334852814,0.000152505719215608,0.000346193977546009,"RUSC2","9853","RUN and SH3 domain containing 2"
"ENSG00000101882",326.545538992958,0.384306128067251,0.101493182108372,3.78652161735256,0.000152770811169966,0.000346736485639011,"NKAP","79576","NFKB activating protein"
"ENSG00000162687",16.5424051108945,-1.772282380098,0.468233911573388,-3.78503635958932,0.000153686107152473,0.000348754292704451,"KCNT2","343450","potassium sodium-activated channel subfamily T member 2"
"ENSG00000109265",56.9394281057385,0.87432172483448,0.231150150302824,3.78248391224948,0.000155271131547245,0.000352288789215525,"KIAA1211","57482","KIAA1211"
"ENSG00000102974",628.810715968262,-0.287814428413576,0.0760922065093549,-3.7824429283463,0.000155296706885778,0.000352288789215525,"CTCF","10664","CCCTC-binding factor"
"ENSG00000156853",129.200209868793,-0.60390961325904,0.159681586096182,-3.78196151493187,0.0001555974220813,0.000352910683074423,"ZNF689","115509","zinc finger protein 689"
"ENSG00000078098",1462.68364203844,0.225255762407855,0.0596007467106219,3.77941174968049,0.000157199294358221,0.000356483016504334,"FAP","2191","fibroblast activation protein alpha"
"ENSG00000148335",418.998755915736,-0.336998687398864,0.0892200031853189,-3.7771651576708,0.000158623549976587,0.00035965141529345,"NTMT1","28989","N-terminal Xaa-Pro-Lys N-methyltransferase 1"
"ENSG00000137161",591.433665743214,0.317010927867861,0.0839910845439469,3.77434021228753,0.000160431698119779,0.000363688993757791,"CNPY3","10695","canopy FGF signaling regulator 3"
"ENSG00000107874",701.795400065754,0.279199180890814,0.0739963539990754,3.77314780798933,0.000161200720252462,0.000365369960135359,"CUEDC2","79004","CUE domain containing 2"
"ENSG00000182568",300.040518092962,0.39034545082534,0.103456234109345,3.77304909835376,0.000161264536672817,0.000365452239564641,"SATB1","6304","SATB homeobox 1"
"ENSG00000137504",467.831258189439,0.36125894980146,0.0957501307373657,3.77293427193705,0.000161338802608275,0.00036555816721991,"CREBZF","58487","CREB/ATF bZIP transcription factor"
"ENSG00000102057",40.2377125568164,-1.15593568376862,0.306383101619609,-3.772844121161,0.000161397131704363,0.000365627955534257,"KCND1","3750","potassium voltage-gated channel subfamily D member 1"
"ENSG00000165171",17.4069456553504,-1.68646500242267,0.447017533053305,-3.77270437448718,0.000161487589417685,0.000365770491583509,"METTL27","155368","methyltransferase like 27"
"ENSG00000149256",715.675500018397,-0.294597760911368,0.0780885441906743,-3.77261176994192,0.000161547558413455,0.000365843933648339,"TENM4","26011","teneurin transmembrane protein 4"
"ENSG00000127445",767.83989037646,-0.265502501342361,0.0704057323015433,-3.771035293053,0.000162571676111777,0.000368100409498231,"PIN1","5300","peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
"ENSG00000176624",838.747800388532,-0.2568066063285,0.0681071818733038,-3.77062446668582,0.000162839560550518,0.000368644118498719,"MEX3C","51320","mex-3 RNA binding family member C"
"ENSG00000189319",228.392576420457,0.45447240862121,0.120546793179439,3.77009123705771,0.000163187878973744,0.000369369701521689,"FAM53B","9679","family with sequence similarity 53 member B"
"ENSG00000232388",137.507990817192,0.571977478200837,0.15171857341319,3.76998982611782,0.000163254202328962,0.000369456860680401,"SMIM26","388789","small integral membrane protein 26"
"ENSG00000148331",519.185685733597,-0.331436203788535,0.087927295506383,-3.76943475720204,0.000163617670232102,0.000370216336630797,"ASB6","140459","ankyrin repeat and SOCS box containing 6"
"ENSG00000173852",858.817418378711,0.261707901125687,0.0694312661920568,3.76930906605917,0.000163700080437535,0.000370339715273605,"DPY19L1","23333","dpy-19 like C-mannosyltransferase 1"
"ENSG00000112584",752.513690256476,-0.263890291815181,0.0700185818333332,-3.76886084958597,0.000163994274504728,0.000370942090254052,"FAM120B","84498","family with sequence similarity 120B"
"ENSG00000275066",902.50183281287,-0.253873109539244,0.0673638990186459,-3.76868193851091,0.000164111844507993,0.000371144818449714,"SYNRG","11276","synergin gamma"
"ENSG00000133028",538.333734717902,-0.305643769910827,0.0811230357303564,-3.76765695661034,0.000164786933312728,0.000372608111722788,"SCO1","6341","SCO1, cytochrome c oxidase assembly protein"
"ENSG00000161036",638.284889858346,0.300942594759473,0.0799525867300135,3.76401323669121,0.000167208026930615,0.000378018215096583,"LRWD1","222229","leucine rich repeats and WD repeat domain containing 1"
"ENSG00000141469",498.793347248669,0.395501828182017,0.105076891910896,3.76392773891139,0.000167265236284954,0.000378083197470518,"SLC14A1","6563","solute carrier family 14 member 1 (Kidd blood group)"
"ENSG00000112651",238.823118679739,-0.443906038801622,0.11795284710767,-3.76341944842091,0.000167605730359774,0.000378788380234562,"MRPL2","51069","mitochondrial ribosomal protein L2"
"ENSG00000163249",378.671047392258,-0.35081782689834,0.093222886209786,-3.76321567762738,0.000167742415524032,0.000379032793975876,"CCNYL1","151195","cyclin Y like 1"
"ENSG00000141858",280.229994795005,-0.439225345907389,0.116720041386378,-3.76306708505545,0.000167842154402399,0.000379193654494415,"SAMD1","90378","sterile alpha motif domain containing 1"
"ENSG00000163681",1097.53343060411,0.2286261001119,0.0607877165162167,3.76105754936374,0.000169196493245292,0.000382188405320403,"SLMAP","7871","sarcolemma associated protein"
"ENSG00000144857",224.14914368123,0.452378706053987,0.120288917727511,3.76076794604433,0.000169392518548098,0.000382566133541206,"BOC","91653","BOC cell adhesion associated, oncogene regulated"
"ENSG00000064102",358.972327087426,-0.362715616014313,0.0964521847142901,-3.76057439329909,0.000169523648677479,0.000382797195126535,"INTS13","55726","integrator complex subunit 13"
"ENSG00000101391",217.902359190471,-0.470743633736538,0.125275072530063,-3.75767999354838,0.00017149600243689,0.000387185093382079,"CDK5RAP1","51654","CDK5 regulatory subunit associated protein 1"
"ENSG00000113649",871.636968434389,-0.259932035231928,0.069176189333077,-3.75753619472126,0.00017159455301818,0.000387341749352051,"TCERG1","10915","transcription elongation regulator 1"
"ENSG00000185361",171.403578732138,-0.516939889063737,0.137641533219604,-3.75569696858121,0.00017285974846138,0.000390131381319294,"TNFAIP8L1","126282","TNF alpha induced protein 8 like 1"
"ENSG00000157193",217.107408851405,-0.470182720536714,0.125205203011247,-3.7552969783091,0.000173136059030072,0.000390688606190522,"LRP8","7804","LDL receptor related protein 8"
"ENSG00000151929",1927.30153858035,-0.203501579603277,0.0541970582537056,-3.75484548719697,0.000173448445074098,0.000391327033713975,"BAG3","9531","BCL2 associated athanogene 3"
"ENSG00000004864",412.179835526241,0.348790749203563,0.0929580606778496,3.75213022582639,0.000175338338842768,0.000395458873174955,"SLC25A13","10165","solute carrier family 25 member 13"
"ENSG00000138814",1387.76225417522,-0.232730162609148,0.0620261661073774,-3.7521287742701,0.000175339354323694,0.000395458873174955,"PPP3CA","5530","protein phosphatase 3 catalytic subunit alpha"
"ENSG00000171812",22.3015805882779,-1.51957376920724,0.405120374430942,-3.75091914678874,0.000176187511895842,0.000397304334974632,"COL8A2","1296","collagen type VIII alpha 2 chain"
"ENSG00000154760",13.668406885352,-1.98666588040412,0.529860714994771,-3.7494115419063,0.000177250004147776,0.000399632414715797,"SLFN13","146857","schlafen family member 13"
"ENSG00000142541",16494.9430900997,0.146763717424063,0.0391505850828235,3.74869793423476,0.000177755021010633,0.000400703019189279,"RPL13A","23521","ribosomal protein L13a"
"ENSG00000099849",85.0944059323794,-0.703470915784088,0.187751682031658,-3.74681551809198,0.000179093697922865,0.000403652213781009,"RASSF7","8045","Ras association domain family member 7"
"ENSG00000197562",327.266268030804,0.421857710285292,0.112629514044566,3.74553431987969,0.000180010235052019,0.00040564912486612,"RAB40C","57799","RAB40C, member RAS oncogene family"
"ENSG00000176155",256.428345670286,0.418315385074925,0.111709256267237,3.7446797074202,0.000180624053473128,0.000406963304195096,"CCDC57","284001","coiled-coil domain containing 57"
"ENSG00000137727",90.9595797896135,-0.679118166361947,0.181520916273479,-3.74126673831235,0.000183095067455678,0.000412460767629973,"ARHGAP20","57569","Rho GTPase activating protein 20"
"ENSG00000069712",66.9730409120648,-0.803481683386225,0.214837761634598,-3.73994626118293,0.000184059601172174,0.000414563273320131,NA,NA,NA
"ENSG00000067248",1547.11173014923,0.216398310449294,0.0578629754340312,3.73984069823729,0.000184136914760628,0.000414667090852943,"DHX29","54505","DExH-box helicase 29"
"ENSG00000188042",1079.43699543019,-0.27753274402739,0.0742230317282094,-3.73917283578043,0.000184626760726747,0.000415659614563348,"ARL4C","10123","ADP ribosylation factor like GTPase 4C"
"ENSG00000167004",9464.36018494227,0.150795034650381,0.0403286732909627,3.73915188239463,0.000184642148859312,0.000415659614563348,"PDIA3","2923","protein disulfide isomerase family A member 3"
"ENSG00000105948",95.766577245561,-0.685321333423598,0.18328452257472,-3.7391118671475,0.00018467153934184,0.000415659614563348,"TTC26","79989","tetratricopeptide repeat domain 26"
"ENSG00000168214",3202.51280544755,0.173651421071357,0.0464920011330842,3.73508166650596,0.000187654280533422,0.000422301618780906,"RBPJ","3516","recombination signal binding protein for immunoglobulin kappa J region"
"ENSG00000186184",906.584504425141,0.255595814897689,0.0684471406976975,3.73420733565117,0.000188307320557784,0.000423699446323647,"POLR1D","51082","RNA polymerase I and III subunit D"
"ENSG00000177971",307.553286626889,0.383097698690421,0.102610222814505,3.73352369951452,0.000188819417598012,0.000424779726378184,"IMP3","55272","IMP3, U3 small nucleolar ribonucleoprotein"
"ENSG00000167258",1595.3135295793,0.209614722000179,0.0561638378562381,3.73220082531979,0.000189814073254173,0.000426945050120562,"CDK12","51755","cyclin dependent kinase 12"
"ENSG00000061938",421.927070698691,-0.36031296576983,0.0965563919183403,-3.73163245447855,0.000190242936156109,0.000427837229601328,"TNK2","10188","tyrosine kinase non receptor 2"
"ENSG00000153551",373.484277173795,0.363892297838302,0.0975255687193747,3.73125020050265,0.000190531877024876,0.000428414489697716,"CMTM7","112616","CKLF like MARVEL transmembrane domain containing 7"
"ENSG00000188266",14.3745571339226,-1.85537528245682,0.497264447325297,-3.73116415709303,0.000190596972976274,0.000428488320086471,"HYKK","123688","hydroxylysine kinase"
"ENSG00000178974",418.71804714223,-0.350703342729121,0.0940000076989389,-3.73088631920484,0.00019080731336383,0.000428888599779724,"FBXO34","55030","F-box protein 34"
"ENSG00000163565",1012.4495515289,-0.237053972607888,0.0635614635678102,-3.72952350845397,0.000191842208259762,0.000431141829121179,"IFI16","3428","interferon gamma inducible protein 16"
"ENSG00000180739",14.1741914690075,1.96198417451515,0.526215970983519,3.72847705638451,0.000192640443788002,0.000432811274019736,"S1PR5","53637","sphingosine-1-phosphate receptor 5"
"ENSG00000141959",2038.47954884084,-0.190626365330291,0.0511273146014793,-3.72846426252114,0.000192650222256037,0.000432811274019736,"PFKL","5211","phosphofructokinase, liver type"
"ENSG00000197756",5978.53026081713,-0.171358604430055,0.0459611667361468,-3.72833451800273,0.000192749413545491,0.000432960884612077,"RPL37A","6168","ribosomal protein L37a"
"ENSG00000103121",263.535592867435,-0.415722350005964,0.111547382312141,-3.72686782413824,0.000193874062147315,0.000435413475387324,"CMC2","56942","C-X9-C motif containing 2"
"ENSG00000154845",1414.66080548305,-0.217743270401379,0.0584337627404724,-3.72632635978729,0.000194290808750653,0.000436275658804087,"PPP4R1","9989","protein phosphatase 4 regulatory subunit 1"
"ENSG00000110075",1190.23810169928,-0.22602509251374,0.0606763732866974,-3.72509232622994,0.000195243749841602,0.000438341359938498,"PPP6R3","55291","protein phosphatase 6 regulatory subunit 3"
"ENSG00000070476",216.453709493957,-0.454589460345241,0.122072319574656,-3.72393563036399,0.000196140955657544,0.000440281252838178,"ZXDC","79364","ZXD family zinc finger C"
"ENSG00000108509",702.110855833074,-0.279772800603239,0.0751437173845479,-3.72316955217296,0.000196737304935673,0.000441545265994528,"CAMTA2","23125","calmodulin binding transcription activator 2"
"ENSG00000166128",683.139838504308,-0.284787665596094,0.0764953613591027,-3.72294032652746,0.000196916075243212,0.000441871821486794,"RAB8B","51762","RAB8B, member RAS oncogene family"
"ENSG00000204977",361.674649542104,0.35471820665964,0.0953087535674578,3.72177993502534,0.00019782339497614,0.000443832826363698,"TRIM13","10206","tripartite motif containing 13"
"ENSG00000113845",682.013578587077,0.272880662713754,0.0733241083259804,3.72156810282091,0.000197989451738453,0.0004441303661527,"TIMMDC1","51300","translocase of inner mitochondrial membrane domain containing 1"
"ENSG00000197958",5074.08637409461,-0.165842775026761,0.0445632211536678,-3.72151677399809,0.000198029708473088,0.000444145658213367,"RPL12","6136","ribosomal protein L12"
"ENSG00000131378",1718.60741108157,0.210724845884044,0.0566496845495924,3.71978851355423,0.000199389665165954,0.000447120299296673,"RFTN1","23180","raftlin, lipid raft linker 1"
"ENSG00000196110",67.0729795907422,0.863685503328094,0.232189977472762,3.7197363673004,0.000199430834759597,0.000447137128169643,"ZNF699","374879","zinc finger protein 699"
"ENSG00000115421",221.641896987128,0.470138981612295,0.126397398801089,3.71953051306184,0.000199593435186549,0.000447426161375146,"PAPOLG","64895","poly(A) polymerase gamma"
"ENSG00000020633",8.52787075188608,2.86014980289661,0.769198783329945,3.71834935894557,0.000200528817046684,0.000449441095398445,"RUNX3","864","runt related transcription factor 3"
"ENSG00000126216",327.26064375589,-0.391229215953928,0.105216940741156,-3.71831012380782,0.000200559958773271,0.000449441095398445,"TUBGCP3","10426","tubulin gamma complex associated protein 3"
"ENSG00000087460",15576.5680456328,0.144582557090794,0.0388853221065144,3.71817820345563,0.000200664699963599,0.000449599956969724,"GNAS","2778","GNAS complex locus"
"ENSG00000125107",3295.80415551318,-0.16832039201637,0.045270712938901,-3.7180857355514,0.000200738147610302,0.000449688661926131,"CNOT1","23019","CCR4-NOT transcription complex subunit 1"
"ENSG00000197771",758.723888576946,-0.268459312132836,0.0722190723078647,-3.71729106389532,0.000201370400694135,0.000451028948063997,"MCMBP","79892","minichromosome maintenance complex binding protein"
"ENSG00000112305",143.812146448372,-0.537492502409716,0.144608461656893,-3.71688140687787,0.00020169706048752,0.000451684430516817,"SMAP1","60682","small ArfGAP 1"
"ENSG00000173406",87.6306447493025,0.731028060574808,0.196710740464947,3.71625900470377,0.00020219431577534,0.000452721662530019,"DAB1","1600","DAB1, reelin adaptor protein"
"ENSG00000163539",569.453253065061,-0.297955086753689,0.0802271804361353,-3.71389203925564,0.000204095890947823,0.000456902346800773,"CLASP2","23122","cytoplasmic linker associated protein 2"
"ENSG00000024048",862.558420190964,-0.247334864549423,0.0666129151039412,-3.71301667497192,0.000204803387550386,0.000458408930475939,"UBR2","23304","ubiquitin protein ligase E3 component n-recognin 2"
"ENSG00000182552",262.068470621216,-0.412912052064222,0.111254303695472,-3.71142543118562,0.000206095384012716,0.000461223064946401,"RWDD4","201965","RWD domain containing 4"
"ENSG00000100030",2891.29421843202,-0.177936386901106,0.0479439352089865,-3.71134297018977,0.000206162545702423,0.000461295642186587,"MAPK1","5594","mitogen-activated protein kinase 1"
"ENSG00000164850",67.4280671635445,-0.77410815058693,0.208601648424597,-3.71093975734686,0.000206491245041724,0.000461953295712343,"GPER1","2852","G protein-coupled estrogen receptor 1"
"ENSG00000105270",2058.26148497287,0.202052905950055,0.0544589847352866,3.71018495721488,0.00020710788216136,0.000463254781217107,"CLIP3","25999","CAP-Gly domain containing linker protein 3"
"ENSG00000166526",420.236930783436,0.332716488617539,0.0896866964350885,3.70976412157566,0.000207452436162655,0.000463947340817037,"ZNF3","7551","zinc finger protein 3"
"ENSG00000144567",1407.87418711729,0.215020823998021,0.0579762030337712,3.7087772697493,0.000208262521664645,0.00046568060820704,"RETREG2","79137","reticulophagy regulator family member 2"
"ENSG00000158683",9.50063825125523,-2.50236281853054,0.674806668016813,-3.70826628889831,0.000208683141443342,0.000466494106792054,"PKD1L1","168507","polycystin 1 like 1, transient receptor potential channel interacting"
"ENSG00000131171",1709.47127633505,0.20928165189574,0.056436770201452,3.70824997867004,0.000208696580526908,0.000466494106792054,"SH3BGRL","6451","SH3 domain binding glutamate rich protein like"
"ENSG00000143748",230.342660334374,-0.430544152678527,0.116107351001192,-3.70815584858281,0.000208774156460038,0.00046658898638772,"NVL","4931","nuclear VCP-like"
"ENSG00000164877",424.570828067027,0.33993296390474,0.0917236531751059,3.70605565890173,0.000210512056304824,0.000470393864710745,"MICALL2","79778","MICAL like 2"
"ENSG00000146373",385.191100316494,-0.347471694124335,0.0937598253823322,-3.70597633589249,0.000210577961342578,0.000470461981926345,"RNF217","154214","ring finger protein 217"
"ENSG00000169062",639.201928977607,0.29384467766854,0.0792941424247588,3.70575516277719,0.000210761824026927,0.000470793566553253,"UPF3A","65110","UPF3A, regulator of nonsense mediated mRNA decay"
"ENSG00000102317",3607.92966523787,-0.450190291838582,0.121491858625914,-3.70551818805212,0.0002109589899969,0.000471154751158371,"RBM3","5935","RNA binding motif protein 3"
"ENSG00000105176",860.38015084735,-0.245787626162792,0.0663506267118022,-3.70437535172628,0.000211912278692837,0.000473204251109325,"URI1","8725","URI1, prefoldin like chaperone"
"ENSG00000204611",195.226544632303,0.50542869785022,0.136484172914127,3.70320372727924,0.000212893779325601,0.000475316049252418,"ZNF616","90317","zinc finger protein 616"
"ENSG00000185278",186.710760911749,0.523421611762991,0.141403218789116,3.70162444847598,0.000214223539355226,0.000478204546170775,"ZBTB37","84614","zinc finger and BTB domain containing 37"
"ENSG00000196507",385.881738930119,-0.354025402271271,0.0956757434021451,-3.70026288463972,0.000215376239122045,0.000480696892626282,"TCEAL3","85012","transcription elongation factor A like 3"
"ENSG00000159873",412.864895517712,0.33745563737574,0.0912257537062683,3.69912687663059,0.000216342437480568,0.000482740800985365,"CCDC117","150275","coiled-coil domain containing 117"
"ENSG00000154133",28.1011552626184,-1.26200918791771,0.341168889951848,-3.69907463747891,0.000216386965692682,0.000482740800985365,"ROBO4","54538","roundabout guidance receptor 4"
"ENSG00000071082",5218.13128840855,-0.162615979882121,0.0439614557823688,-3.699058117801,0.000216401048717577,0.000482740800985365,"RPL31","6160","ribosomal protein L31"
"ENSG00000131148",519.11947265698,-0.306563531687142,0.0828799113752666,-3.69888826616951,0.000216545897150299,0.000482982805365284,"EMC8","10328","ER membrane protein complex subunit 8"
"ENSG00000180834",49.4863018299875,-0.924323226922152,0.249937180366025,-3.69822219154633,0.000217114800455376,0.000484170379390247,"MAP6D1","79929","MAP6 domain containing 1"
"ENSG00000170836",304.264545144773,0.438216473882022,0.118531362877641,3.69705083315703,0.000218118678810747,0.000486327394991497,"PPM1D","8493","protein phosphatase, Mg2+/Mn2+ dependent 1D"
"ENSG00000113205",9.77531824626817,2.4102483321181,0.65206358124076,3.69633943906486,0.00021873048361461,0.000487609648098228,"PCDHB3","56132","protocadherin beta 3"
"ENSG00000184277",372.884807534004,0.355945855488795,0.0963533727324942,3.69417120952276,0.000220605132544872,0.000491706220919783,"TM2D3","80213","TM2 domain containing 3"
"ENSG00000145476",139.434922656952,0.565174757774082,0.15300455476357,3.69384270061383,0.000220890473342983,0.000492259608547233,"CYP4V2","285440","cytochrome P450 family 4 subfamily V member 2"
"ENSG00000185591",1294.83195381596,0.213320514371211,0.0577532074716794,3.69365657268157,0.00022105229664321,0.000492537595036925,"SP1","6667","Sp1 transcription factor"
"ENSG00000275591",9.01436836540411,-2.45068198201013,0.663790861953414,-3.69194895934274,0.000222542132595354,0.000495774002873447,"XKR5","389610","XK related 5"
"ENSG00000158747",187.232404612608,-0.493553821317198,0.133718180085278,-3.6910001392663,0.000223374015269103,0.000497543798558482,"NBL1","4681","NBL1, DAN family BMP antagonist"
"ENSG00000183775",24.1429540368924,-1.38769163662572,0.376009151535622,-3.69057942062949,0.000223743815783024,0.000498283930454415,"KCTD16","57528","potassium channel tetramerization domain containing 16"
"ENSG00000019995",468.379757639867,0.322990343282188,0.0875866063838356,3.68766820199346,0.00022631848972187,0.000503933307709285,"ZRANB1","54764","zinc finger RANBP2-type containing 1"
"ENSG00000111801",251.7636468062,0.435178131935643,0.1180268676449,3.68711074536803,0.000226814664491368,0.000504953465265564,"BTN3A3","10384","butyrophilin subfamily 3 member A3"
"ENSG00000213341",660.602230819571,0.272594678912855,0.0739820238912266,3.68460694335211,0.000229055838605222,0.000509857490925851,"CHUK","1147","conserved helix-loop-helix ubiquitous kinase"
"ENSG00000158796",330.867200992377,-0.37812389886572,0.102624101710077,-3.68455258136102,0.00022910472822658,0.000509880864662438,"DEDD","9191","death effector domain containing"
"ENSG00000144591",803.692213655715,-0.285243633533498,0.0774530983871356,-3.68279177299994,0.000230693590478608,0.000513330921215761,"GMPPA","29926","GDP-mannose pyrophosphorylase A"
"ENSG00000147642",8.5536678871083,-2.58750682037148,0.702840377632754,-3.6814999574818,0.000231865827984183,0.00051585291914337,"SYBU","55638","syntabulin"
"ENSG00000176018",765.406268854029,0.28430049781815,0.0772471485991436,3.68040119245647,0.000232867281874846,0.000517994178171447,"LYSMD3","116068","LysM domain containing 3"
"ENSG00000146205",51.5037318100642,0.929184867919775,0.25250321358666,3.67989323668895,0.000233331621703134,0.000518940153961993,"ANO7","50636","anoctamin 7"
"ENSG00000133138",561.399103481021,-0.328351696891738,0.089259689663693,-3.67861123121625,0.000234507413642735,0.000521467849992098,"TBC1D8B","54885","TBC1 domain family member 8B"
"ENSG00000006453",134.641791741153,-0.553986076888168,0.150602271327038,-3.67847092880271,0.000234636429056999,0.000521667400524784,"BAIAP2L1","55971","BAI1 associated protein 2 like 1"
"ENSG00000127995",145.378372241435,-0.539276204537048,0.146645905751911,-3.67740375547459,0.000235619933009756,0.000523766351503862,"CASD1","64921","CAS1 domain containing 1"
"ENSG00000144134",61.5556767639637,0.835320972962675,0.227183448286559,3.67685665158599,0.000236125641058674,0.000524802671442656,"RABL2A","11159","RAB, member of RAS oncogene family like 2A"
"ENSG00000171159",521.088318201215,0.308659682498556,0.0839588894603435,3.67631926151603,0.000236623361618106,0.000525820894932522,"C9orf16","79095","chromosome 9 open reading frame 16"
